Name,Elevation (m),lat,lon
Mittlere Wütenkarspitze,3209,46.9942686,11.0647496
Unknown,3212,46.9980231,11.0619372
Unknown,3186,46.9953541,11.064419
Chalchstöckli,2499,46.9031148,9.0669056
Munt da la Bês-cha,2765,46.5053424,9.9179541
Torre Firenze,2493,46.5778626,11.7616045
Totenkopf,2573,47.0054922,11.7458568
Vorderes Plattenhorn,3220,46.8102774,10.0331475
Unknown,3217,46.8110118,10.0311865
Mittleres Plattenhorn,3101,46.8102987,10.0376868
Hinteres Plattenhorn,3200,46.8093154,10.043725
Unknown,3188,46.8107746,10.0456051
Piz Zadrell,3104,46.8128348,10.0551393
Unknown,2978,46.8130893,10.0621623
Piz Sagliains,3101,46.8088281,10.0688825
Tällispitz,2843,46.8652119,10.0508898
Merschenhöhe,2533,46.9591551,12.4000666
Kasamutz - Monte Casamuzza,2333,46.6846052,12.2013945
Prater,2745,46.648281,12.3806942
Wurzbach,2675,46.6503727,12.3774034
Elferschartenspitze - Cima di Forcella Undici,2650,46.6436734,12.3679528
Kanzel - Il Pulpito Alto,2531,46.6349517,12.3525588
Pt. 2063,2063,47.2677217,9.3742617
Sattel - La Sella,2358,46.804951,10.60746
Wilde Kreuzspitze - Picco della Croce,3135,46.9134604,11.5937326
Plosebühel - Col della Plose,2275,46.7189499,11.7343929
Mitterberg - Monte di Mezzo,2151,46.7088172,11.752371
Karberg - Monte Quaira,2269,46.7089057,11.766619
Mittlerer Lehner Grießkogel,3022,47.1093847,10.8624237
Muntejela de Ciastlins,2673,46.6763831,12.0067106
Silberplatten,2157,47.2399384,9.3159853
Stoss,2112,47.2343349,9.3141771
Grauchopf,2216,47.249622,9.3324982
Grenzchopf,2193,47.247005,9.3238087
Spitzbergli,2119,47.2458315,9.3320554
Imsterberger Kreuz,2200,47.1689616,10.6865992
Westlicher Rautkopf - Teston Ovest di Monte Rudo,2607,46.6454871,12.256083
Taè,2511,46.6006713,12.070312
Taburlo,2261,46.6040198,12.0816135
Cresta Strenta,3125,46.5129024,11.8293025
Schieferspitz - Monte Lavagna,2816,46.7438053,11.0922456
Moosbichl,2540,46.7357993,11.1293358
Unknown,2039,47.500948,10.617596
Unknown,2049,47.500225,10.619763
Unknown,2047,47.499786,10.620785
Großer Schafkopf - Cima delle Pecore,3000,46.8571976,10.5953167
Kleiner Fundel,2104,47.1208807,9.675236
Unknown,2240,47.1164564,9.676738
Kleiner Rötelspitz,2545,46.7196691,11.0991978
Langjochspitz,2766,46.7339514,11.0809326
Langjoch,2778,46.7311766,11.074976
Kirchli,2188,47.0755657,10.0512588
Lobschild,2445,47.0721733,10.0556679
Gaflunamutt,2044,47.0569468,10.080754
Munt de Gropes,2485,46.685653,12.0095609
Seitenbachspitz,2504,46.6886911,12.0368921
Unknown,2698,47.0897012,10.1730338
Südliche Pflunspitze,2869,47.0778899,10.1335441
Pflunspitzen Nordgipfel,2902,47.0804705,10.1329122
Pflunspitzen,2912,47.0797045,10.1326379
Pflunspitzen Südgipfel,2881,47.0788034,10.1325659
Unknown,2551,47.1085444,10.1555359
Col Toronn,2655,46.5616527,11.8247406
Gampelkopf,2225,47.170184,10.67142
Güntlespitze,2092,47.300964,10.078756
Rossegg,2262,47.268785,10.015399
Gavalina Spitz,2080,47.1129875,9.8269913
Unknown,3143,47.0199725,11.643988
Reutehorn,2348,47.0088196,9.918982
Elser Novakopf,2109,47.1763676,9.8886798
Schwarzkogel,2824,47.0385895,10.888921
Reiserkogel,3082,47.0456117,10.9066282
Unknown,2805,47.0529765,10.9245692
Hundsfölle,2656,47.0567917,10.9291105
Unknown,2722,47.0595568,10.9322669
Unknown,2696,47.0609723,10.9328496
Unknown,2621,47.0631053,10.9352393
Unknown,2674,47.0625681,10.9337445
Hinterer Feuerkogel,3090,47.0519716,10.9028721
Kreuzjöchlspitze,2908,47.1316349,10.824968
Wildgrat,2971,47.1406277,10.8267113
Joch,2115,47.1769428,10.809708
Unknown,3066,47.1131054,12.1254739
Unknown,3066,47.1115743,12.1261066
Punta Nera,2843,46.5161809,12.1917987
Unknown,3315,46.8885086,10.8243167
Hochvernagtwand,3400,46.8860832,10.8052926
Unknown,3313,46.8602152,10.8041186
Hintergrasleck,3170,46.8555308,10.8157086
Unknown,3502,46.8759863,10.7941583
Unknown,3533,46.8814249,10.7961805
Unknown,3508,46.8779251,10.7926418
Unknown,2052,47.5095729,10.9161796
Mitterwandkragen,2675,47.1718489,11.9672832
Unknown,2666,47.1694689,11.9723074
Gamskopf,2643,47.1666652,11.9767925
Tösener Frudiger,2053,46.9869966,10.6049816
Speikbichl,2356,47.177119,11.9600535
Unknown,2360,47.1783576,11.9577216
Unknown,2985,47.1440394,12.0713156
Guggenberg,2441,46.8657828,11.9975783
Col da Varda,2221,46.5637586,12.2011381
Gigalitzturm,2978,47.0569901,11.8935281
Breitfielerberg,2417,46.9462047,10.0439876
Alpilakopf,2345,46.9440943,10.0151096
Tschambreuspitze,2605,46.9389667,10.0403532
Stritkopf,2745,46.9364294,10.0318211
Grauspitz,2477,46.949668,9.2862428
Unknown,2477,46.9479288,9.2907412
Unknown,3088,46.9684806,12.2454499
Baldachopf,2107,46.8681697,9.3800427
Piz da Sterls / Tristelhorn,3113,46.9019606,9.3164631
Piz Mirutta,2605,46.8819406,9.3205524
Tschepp,2942,46.8849609,9.3415563
Tschepp Sura,2838,46.8777575,9.3394373
Morchopf,2941,46.8829664,9.3540678
Hinder Panärahorn,3106,46.8975658,9.3602396
Vorder Panärahorn,3057,46.897609,9.3678701
Chrummhora,2705,46.8920191,9.3776757
Spitzig Stei,2288,46.8776762,9.376765
Bühel,2154,46.8743585,9.37545
Rosschopf,2042,46.8741581,9.4749707
Östlicher Rosshuf,3165,47.0603247,12.2223826
Sauspitzl,2883,47.0560579,12.2051948
Unknown,3077,47.0600544,12.2059046
Unknown,3194,47.0593631,12.2190813
Äußere Hohe Warte,2614,47.0582414,12.1834392
Achsel,2334,47.0601003,12.1733519
Meranzköpfl,2222,47.1477967,10.6375233
Nördliche Sexegertenspitze,3350,46.8869285,10.7893205
Auksterspitz,2775,46.8591189,12.2002547
Rötelspitz,2735,46.8625357,12.2075289
Edelweißknopf (Kaserspitz),2768,46.8648684,12.214803
Zaferna,2277,46.9450282,10.0847599
Tempahorn,2618,46.5121341,9.1997393
Mittaghorn,2364,46.5194685,9.200926
Carnausahora,2777,46.6445353,9.3153869
Verdushora,2636,46.6534072,9.3201529
Cima della Negra,2999,46.5024186,9.0175482
Westliche Schnapfenspitze,3179,46.8985006,10.2104508
Pederknott,3185,46.5041431,10.6440083
Penaudspitz,3063,46.6754218,10.8258764
Unknown,2563,46.6604679,9.2497381
Unknown,2524,46.6631636,9.2522619
Unknown,2433,46.6652429,9.2566966
Unknown,2454,46.6699211,9.2618201
Unknown,2770,46.7161031,9.8863514
Unknown,2714,46.7178128,9.899264
Sattleberg - Monte Sella,2161,46.6317747,11.4633846
Bergrast - Monte del Riposo,2109,46.6128783,11.4375988
Plankenhörndl - Cornetto Bianco,2383,46.697598,11.4653125
Vorderes Schöneck - Dossobello di Fuori,2908,46.5426093,10.599153
Zinsnock,2435,46.9242325,11.8307147
Hahn,2223,46.9239316,11.8653578
Stoßkofel,2474,46.9175106,11.8619237
Campanile Dimai,2310,46.5744618,12.1344595
Pala de Ra Pezories,2310,46.584339,12.1290725
Michael-Riml-Pyramide,2870,47.0738388,11.0792142
Türtschhorn,2096,47.257528,9.879896
Lagazuòi Sud,2835,46.5358605,12.0166931
Torre Intra i Sasss,2450,46.5291538,11.9989403
Törlwand,2197,47.5568208,12.3358046
Nördliche Kräulspitze,3292,47.0555493,11.1630771
Mittlere Kräulspitze,3303,47.0545284,11.1572117
Minschun Pitschen,2927,46.8281853,10.2287951
Piz Malmurainza,3038,46.9061,10.40722
Kanzelwand,2411,47.0412539,9.7449717
"Piz digl Gurschus, Mittelgipfel",2843,46.5586377,9.4887651
Piz Spadla,2912,46.8514136,10.2995986
Triangolo,2303,46.6428239,12.400905
Campanili di Popera,2657,46.6208859,12.4017834
Fulmini di Popera,2698,46.6270717,12.3964405
Guglie di Stallata,2628,46.6238481,12.3979104
Unknown,3022,46.8854373,10.1516646
Unknown,3058,46.8730283,10.152852
Unknown,3340,46.8957658,10.226079
Zahnspitze,3096,46.8845855,10.234686
Unknown,3068,46.8808573,10.2343931
Cima Sud,2945,46.6108791,12.3638473
Croda Antonio Berti,3029,46.6134543,12.3616141
Pala del Marden,2475,46.6023033,12.3494524
Campanile Dulfer,2706,46.5748961,12.2860944
Nördliche Finsterkarspitze,2942,46.9167748,10.2111905
Mittlere Finsterkarspitze,2990,46.9144273,10.2110666
Seekopf,2855,47.0912936,10.5341067
Unknown,2933,47.004879,10.3878304
Riererkopf,2856,47.0114785,10.3614508
Hühnerbergkopf,2640,47.0254035,10.3602825
Knollkopf,2518,47.0307707,10.3634352
Bodmerspitze,2851,46.9194019,10.1545109
Mittlere Getschnerspitze,2965,46.8968026,10.1510746
Holzereck,2373,47.4050989,10.9615382
Bidnerspitze,2871,46.9443979,10.2437474
Unknown,2970,46.9523826,10.2464063
Unknown,2962,46.9507693,10.2485679
Unknown,2934,46.9514419,10.2529053
Zirmli,2903,46.9535306,10.2570113
Unknown,2925,46.9545951,10.2576029
Horn,3003,47.0408914,10.1830602
Unknown,2873,47.014761,10.1768127
Fasulnadel,2807,47.0321498,10.1790047
Fasulspitze,2829,47.0331973,10.1804611
Brüllerköpfe,2881,47.0080196,10.1799804
Unknown,2680,47.0363343,10.1682756
Unknown,3260,46.9706709,11.1623964
Piz Davo Dieu,2889,46.8743845,10.259778
Piz Laver,2984,46.8670869,10.2539954
Unknown,2873,46.8906614,10.2736765
Unknown,2885,46.8833601,10.2783613
Mot,2705,46.8643793,10.2727518
Piz Valpiglia,2848,46.8929444,10.2941175
Torkopf,2645,47.0308993,10.1340584
Unknown,2592,47.0334929,10.1062991
Falkengrat,2950,46.9665119,11.1176042
Piz Ciampei,2290,46.5300897,11.980965
Flatschkofel,2416,46.7125016,12.0173408
Baslersch Chopf,2629,46.7814785,9.9044057
Nördlicher Schönpleiskopf,2943,47.0348682,10.2292126
Fasulwand,2885,47.0455387,10.2163858
Drosberg,2661,47.0616378,10.1579024
Unknown,2041,46.5391368,11.7268242
Pala Ciapel,2139,46.6160867,12.4278759
Plamjackspitz,3159,46.7526096,10.665333
Innerer Portlesspitz,3153,46.7502277,10.6586347
Unknown,3160,46.5080115,9.7278258
Crap Ner,2882,46.8397329,9.0577993
Crap Surtscheins,2567,46.8310052,9.077285
Unknown,2350,46.8256587,9.1405471
Unknown,2497,46.9723794,9.3927312
Croda dei Toni - Zwölferkofel,3094,46.6191209,12.3598783
Croda Rossa di Sesto - Sextener Rotwand,2965,46.6438343,12.3816873
Neunerkofel - Pala di Popera,2579,46.6426163,12.3987475
Cima Grande - Große Zinne,2999,46.6194379,12.3025404
Piramide del Col dei Bos,2400,46.5267856,12.028361
Kleiner Zwölfer - Piccola Croda dei Toni,2917,46.6184355,12.3637297
Hinterer Kitzkogel Südgipfel,3056,46.9276584,11.12954
Großer Isidor,3210,46.9765625,11.1091383
La Spada,2526,46.6287428,12.3728523
La Mitra,2788,46.6289338,12.377198
Unknown,3227,46.9641766,11.1781544
Unknown,3434,46.952433,11.1637627
Unknown,3160,46.9779363,11.1071575
Unknown,3036,46.9747547,11.098755
Unknown,3420,46.9548431,11.1674302
Unknown,3429,46.9534153,11.1629373
Unknown,2745,47.1548464,10.9822999
Punta Rivetti,2709,46.6370156,12.3856071
Sasso Fuoco,2592,46.6405681,12.3862374
Gusèla de Padeon,2252,46.5818577,12.1402359
Seconda Pala de Pezories,2335,46.5825637,12.1295419
Terza Pala de Pezories,2301,46.5812604,12.1293247
Campanile Perósego,2208,46.5632409,12.1739721
Pala Perósego,2228,46.5640729,12.1729337
Testa del Bartoldo,2440,46.5714029,12.1439812
Unknown,2405,46.5463542,11.9980805
Col de Bocia,2455,46.5427912,11.9988244
Schönjöchl,2301,46.691096,11.7198881
Hoher Leist - La Lista,2413,46.6282322,12.3653762
Langlahnspitze - Punta Lavina Lunga,2773,46.6531295,12.3323022
Altensteinspitzen - Punte Sassovecchio,2906,46.6544597,12.324965
Kleiner Schuster - Punta Piccola degli Scarperi,3075,46.666197,12.3158199
Weißlahnspitze - Punta Lavina Bianca,2968,46.6611557,12.3144682
Innichbachernspitze - Torre Gioppi,2597,46.6536768,12.3079686
Wiener Turm - Torre dei Viennesi,2880,46.6656007,12.312659
Zweiter Steinalpenturm - Secondo Campanile dei Sassi,2472,46.6782474,12.3170565
Nördlicher Gsellknoten - Cima di Sesto Nord,2750,46.6790793,12.3245701
Sextner Turm - Torre di Sesto,2593,46.6791684,12.3284116
Cauma,2240,46.7537235,9.272187
Kreuzspitz - Croce di Sopra,2183,46.6773788,12.2409089
Alarmstange - Alla Stanga,2304,46.7011112,12.265176
Neunerkofel - Cima Nove,2581,46.6998038,12.2557271
Gantkofel Nordwestgipfel - Cima Ganda Nord Ovest,2614,46.6978843,12.2611619
Mittlerer Gantkofel - Cima Ganda di Mezzo,2692,46.6953631,12.2640763
Bergmannturm - Torre Bergmann,2612,46.6808671,12.2833103
Haunold Westgipfel - Rocca dei Baranci Cima Ovest,2897,46.6889789,12.274752
Haunold Ostgipfel - Rocca dei Baranci Cima Est,2907,46.6897924,12.2815974
Haunold Südgipfel - Rocca dei Baranci Cima Sud,2860,46.6847052,12.2738581
Kohlalplkofel - Monte Pra Brusà,2543,46.6769519,12.2806442
Torr. di Cima Bagni,2536,46.6220686,12.4106187
Torrione Adria,2585,46.6038134,12.4355793
Croda Bassa da Campo,2400,46.5949212,12.4366468
Pala da Campo,2430,46.5939056,12.4376526
Cima Popèra Anticima Est,2680,46.6283242,12.3953032
Pilastro d'Angolo della Croda da Campo,2659,46.5877548,12.4358287
Torrione Gera,2684,46.6261746,12.3967463
Campanile Carducci,2630,46.6178462,12.3765841
Freihut,2625,47.1827869,11.1185416
Zäunlkopf,2155,47.3374306,10.9181381
Paulcketurm,3073,46.88311,10.2340366
Unknown,2153,46.9688629,10.5792582
Frudiger,2163,46.9729311,10.5847829
Losner,2006,46.9675349,10.572907
Unknown,2137,46.9821464,10.5981161
Sonnberg,2022,46.9896134,10.6081635
Torre Laura,2458,46.5133457,12.3859102
Westliche Plattnitzerjochspitze,2318,47.1542506,10.0589461
Col de Giralba,2089,46.5959146,12.379902
Croda Grava Secca,2265,46.5977097,12.3803741
Pupo del Ciastelin,2471,46.5100397,12.3766538
Forame de Fora - Punta Est,2412,46.6001474,12.1763365
Forame de Fora - Punta Ovest,2372,46.6000495,12.1738454
Forame de Inze - Punta Est,2447,46.6034898,12.175699
Forame de Inze - Punta Ovest,2384,46.6046077,12.1723273
Nördlicher Roßkopf,2801,46.9163616,10.1551847
Südlicher Roßkopf,2801,46.9133802,10.1571227
Unknown,2801,46.9204325,10.1523592
Tonde de Cianderou,2273,46.5695964,12.0908725
Torre Laura Anticima Sud,2420,46.5128271,12.3860872
Plamort,2083,46.841547,10.5252831
Cima NO,2983,46.5817247,12.1939195
Torrione Padeon,2719,46.5820712,12.178918
Unknown,2979,46.9071735,10.2097955
Wimbachkopf,2442,47.2549673,11.8170773
Sarotla-Rothorn,2153,47.099926,9.7667843
Col dei Stonbe,2167,46.5938816,12.1541369
Zurlon,2366,46.5915563,12.1609301
Testaccio,2352,46.5925077,12.1607335
Unknown,2012,47.0222926,12.3245385
Punta Giovannina,2936,46.5467032,12.0616936
Punta del Pin,2682,46.6366676,12.1566913
Colfiedo,2806,46.6294515,12.1421778
Castel de Valbones,2380,46.6306137,12.128593
Pala de l'Asco,2302,46.6256773,12.1232065
Zwischenspitze,2661,46.9597554,9.9632933
Pala de Ra Fedes,2734,46.6352421,12.1267444
Graseggchopf,2066,46.9591187,9.2857564
Geierwand - Col di Specie,2099,46.6284568,12.2161961
Großer Nock - Dosso,2021,46.8418276,11.5534278
Piz Chapisun,2931,46.7940055,10.117389
Setznagel - Il Chiodo,2686,46.6811646,10.8884258
Litznerkopf,3134,46.6832041,10.6828406
Hohe Wart - Guardia Alta,3424,46.7587081,10.8768506
Remsspitze,3212,46.6941966,10.6771774
Unknown,2208,47.4519414,11.7528351
Dalfazer Joch,2233,47.4538748,11.754545
Unknown,2256,47.4590789,11.7610024
Flodigespitz - Punta di Vallettina,2227,46.6821546,12.1968574
Croda d'Antruiles,2405,46.6131444,12.0648122
Schänzlespitz,2052,47.4232331,10.4563733
Unknown,2065,47.434599,10.475011
Unknown,2176,47.4446673,10.3837599
Croda dei Ciadis,2194,46.6134945,12.110855
Mittelberg - Monte di Mezzo,2742,46.6986635,10.7852332
Kleesattel - Sella del Trifoglio,2035,46.7165661,10.9193211
Unknown,2627,46.6298969,10.2490575
Blais d'Arunda,2183,46.6779507,10.4861619
Schafberg - Monte delle Pecore,2411,46.7333423,10.506514
Monte Cavallo,2624,46.7909952,10.5747086
Speikerwand - Croda Spica,2977,46.7860585,10.6251492
Unknown,2990,46.6909181,10.9968905
Unknown,3053,46.6936062,10.9983832
Unknown,3089,46.6950935,10.9978408
Stockerturm,2829,46.6945729,11.0189943
Bildhornspitze,2491,46.6857209,11.0188671
Ginggljöchlspitze,3077,46.7009665,10.9884342
Unknown,3138,46.7092066,10.9732773
Unknown,2923,46.7084723,11.0068944
St. Johann-Spitz - Punta San Giovanni,2657,46.5120041,10.7454586
Ofenwand - Croda del Forno,2029,46.5143479,10.7338074
Grubenkopf - Testa di Cava,2612,46.5509877,10.6868611
Altplittschneid - Cresta Alta,3228,46.5122169,10.7720068
Schienplais - Montebello,2472,46.5744738,10.8546711
Grabawand,3136,47.037933,11.1590554
Unknown,2847,47.0683761,11.1569711
Gschwezgrat,2503,47.0808752,11.1794507
Büchsentaljoch,2244,47.4344384,10.867439
Ring,2310,47.0665976,11.2275557
Unknown,2353,46.8875257,9.6528363
Unknown,2915,46.5315764,10.3738225
Cima Ovest di Plator,2937,46.515778,10.2705893
Unknown,2641,46.9838326,10.1797777
Unknown,2840,46.9201323,10.1564836
Fuchskarspitze Mittelgipfel,2262,47.3945799,10.4303384
Mittlere Balkenspitze,2315,47.386593,10.431625
Unknown,2247,47.38176,10.41814
Unknown,2206,47.3775227,10.4014249
Unknown,2205,47.37577,10.39504
Giampkopf,2470,47.0264557,10.0929554
Plattenspitze - Punta delle Laste,2345,46.7905286,11.274575
Guglie di Croda Rossa,2820,46.6430357,12.3855802
Torre Pellegrini,2797,46.6427622,12.387101
Torrioni,2823,46.6428276,12.3818413
Piramide,2880,46.6430375,12.3813933
Stierbühel - Colle del Toro,2217,46.6474021,10.8738134
Ochsenbühel - Colle del Bove,2420,46.6518441,10.8654108
Kluftkofel - Punta Tagliata,2231,46.5290464,10.7615359
Tatschöchl - Il Montaccio,2368,46.6848027,11.7770088
Unknown,2900,47.0268844,11.9504857
Unknown,2725,47.0235075,11.9516169
Unknown,2806,47.0250138,11.9512924
Unknown,2962,47.035274,11.9497767
Prantachkogel - Monte Prantago,2326,46.7609338,11.2682529
Kreuzjoch - Monte Croce,2383,46.7548087,11.2780965
Durechelenstein,2377,47.247093,10.144796
Lochschartenturm,2381,47.247251,10.147114
Unknown,2388,47.247717,10.148393
Piz Ina,2450,46.6020554,11.9673026
Unknown,2159,47.421947,10.3365255
Unknown,2014,47.4355581,10.3305883
Unknown,2218,47.4383,10.37675
Unknown,2150,47.4344466,10.3697301
Unknown,2127,47.42934,10.36425
Unknown,2184,47.4255468,10.3597292
Unknown,2177,47.4247193,10.3580422
Unknown,2186,47.4247239,10.3551373
Unknown,2194,47.4241676,10.3533429
Unknown,2214,47.4222228,10.3450068
Staudenbergspitz,2532,46.8898859,11.2383895
Unknown,2051,47.3090852,10.3368795
Unknown,2032,47.43306,10.46286
Unknown,2379,47.3335777,10.3566516
Unknown,2336,47.3303209,10.3537455
Ochsenkopf,2410,47.302939,10.359852
Unknown,2393,47.3152446,10.3465729
Himmelhorn,2111,47.381963,10.3761505
Wildes Kar,2495,46.7045566,12.4266529
Bleschaturra,2733,46.5586906,9.1255778
Unknown,2822,46.5469226,9.0607166
Unknown,2834,46.5403255,9.0727275
Panadakopf - Punta della Forcola,2515,46.5672013,10.4903872
Punta Erosa,2528,46.7156069,10.430138
Färistock,2016,47.0595577,9.1113456
Hörnlekopf,2151,47.279724,10.000513
Piz da l'Aua,3002,46.7495755,10.3556193
Piz Nair,3002,46.8871858,10.3733486
Piz Chazforà,3006,46.5566211,10.4113272
Piz Murters,3012,46.6906157,10.2296932
Piz Sampuoir,3022,46.6955475,10.2170936
Piz Ftur,3022,46.6956426,10.2072191
Piz Plattas,3030,46.7188623,10.2115928
Piz Magliavachas,3043,46.5592587,10.2955707
Piz Vadret,3024,46.9229267,10.3239795
Piz Arpschella,3031,46.7185312,10.0104348
Piz Gavirolas,3027,46.8454261,9.0503793
Piz Clemgia,3042,46.7487726,10.2789048
Piz Cucarnegl,3050,46.5320661,9.6841604
Piz Tiatscha,3051,46.8222719,10.1016994
Piz Urezzas,3064,46.8457499,10.1591921
Piz dals Cotschens,3060,46.7241302,10.2634532
Piz Tantermozza,3067,46.6352229,10.0920529
Piz dal Diavel,3061,46.6225625,10.1390809
Clucher da Nuna,3080,46.7241951,10.1550264
Piz Tuoi,3084,46.8454326,10.1533186
Piz Sarsuret,3126,46.6899445,10.0077736
Piz da la Crappa,3121,46.7326248,10.2648378
Schwarzhorn,3117,46.5240747,9.0570522
Glaserhorn,3127,46.901786,9.3332431
Piz dals Vadès,3139,46.7369114,10.2767345
Piz Futschöl,3174,46.8621243,10.2088522
Gschöllkopf,2039,47.4469678,11.7636466
Vorder Ringel,3225,46.8989879,9.3453556
Campanile Comunello,2262,46.5120167,12.3879728
Säulspitze,3137,47.0460846,12.4207579
Maurer Röte,2873,47.0452732,12.4389213
Monte Rosso,2390,46.6835765,12.4384088
Unknown,2661,47.03749,12.4131896
Knorre,2995,47.0356568,12.4719519
Südliche Bretterspitze,2865,47.0337382,12.4656273
Clutgers,2710,46.5304007,9.5302116
Unknown,2717,46.5200529,9.5252775
Unknown,2752,46.517051,9.5185423
Unknown,2677,46.5160361,9.5034341
Nolla,2383,46.7465751,9.3133486
Unknown,2277,46.7530943,9.3173904
Rot Flua,2252,46.756745,9.3215076
Lägerbüel,2051,46.7644158,9.3194067
Unknown,2001,46.7618166,9.3807338
Crest dil Cut,2015,46.7595357,9.3822513
Unknown,2048,46.7519248,9.3794337
Unknown,2086,46.7343764,9.3691008
Unknown,2124,46.7268755,9.3615149
Unknown,2595,46.6542807,9.3707296
Unknown,2795,46.61085,9.3129757
Hochgundspitze Nebengipfel,2438,47.284265,10.261539
Unknown,2168,47.353081,10.51653
Unknown,2383,47.34153,10.470137
Unknown,2192,47.333975,10.482195
Unknown,2230,47.335166,10.47981
Unknown,2433,47.336035,10.474624
Unknown,2504,47.338503,10.468305
Unknown,2445,47.330194,10.452695
Unknown,2440,47.329431,10.454003
Vordere Jungfrauspitze,2361,47.326331,10.457491
Unknown,2540,47.334073,10.452833
Gliegerkarspitze Vorgipfel,2551,47.3343406,10.4558462
Unknown,2543,47.323963,10.422376
Ponten Nebengipfel,2040,47.4860082,10.4518248
Unknown,2263,47.43755,10.546647
Unknown,2175,47.435747,10.537327
Unknown,2065,47.43663,10.520215
Unknown,2013,47.435419,10.50243
Unknown,2001,47.433042,10.480194
Unknown,2247,47.294579,10.183518
Unknown,2291,47.305908,10.209781
Unknown,2289,47.311228,10.212451
Unknown,2033,47.352511,10.397594
Unknown,2315,47.329851,10.432779
Unknown,2307,47.319455,10.44498
Unknown,2023,47.277664,10.173189
Unknown,2222,47.269639,10.013479
Schönegg,2225,47.267922,10.019584
Höfats Westgipfel,2257,47.36712,10.34845
Hintere Üntschenspitze,2046,47.295552,10.082383
Unknown,2059,47.294873,10.083527
Kuhberg - Monte delle Vacche,2100,46.7217227,11.5454669
Unknown,2191,46.6830974,11.4762397
Unknown,2330,47.279311,10.249325
Unknown,2384,47.274223,10.239262
Unknown,2505,47.271909,10.238295
Unknown,2516,47.283646,10.12962
Gratkopf,2172,47.43581,10.37313
Alpkopf,2102,47.3196564,10.2410107
Unknown,2261,47.3033324,10.3102719
Cima Falzarego,2562,46.5304689,12.0216286
Torre Piccola di Falzarego,2418,46.5251556,12.0233206
Torre Grande di Falzarego,2482,46.5258015,12.0234209
Unknown,2470,47.270469,10.291446
Eule,2385,47.2877355,10.2714175
Unknown,2153,47.38403,10.506528
Madonna,2243,47.393907,10.42987
Unknown,2146,47.387658,10.435153
Unknown,2570,46.9764274,11.3779612
Pala da Tgiern,2279,46.6883672,9.2194766
Südliche Finailspitze,3490,46.7782249,10.8304987
Teufelsgrat,2648,47.3958358,11.0837236
Corne di Radisca,2934,46.5226408,10.3870068
Cima Ciadin dele Bisse,2364,46.5997407,12.2883958
Punta del Buco,2535,46.5945618,12.4089745
Cima Corte,2655,46.6028477,12.418558
Croda Rizzardi,2363,46.5919114,12.4074805
Westl. Liebener Spitze,3389,46.8200419,11.0735967
Rotspitzl,2379,47.0504,11.2635453
Mittergratspitze,2746,47.0877274,11.2302966
Gamsspitze,2706,47.0928906,11.23107
Engelspitze,2291,47.3472053,10.6926536
Toblinger Knoten - Torre di Toblin,2564,46.641719,12.308055
Pflugsberg,2414,47.2380718,12.4555788
Daumkofel - Monte Pollice,2259,46.6958515,12.1321454
Chrazerispitz,2416,46.9364381,9.2974534
Schwarzwandspitz,2870,46.9257988,10.3815064
Spatlaskopf,2713,46.9906888,10.3931167
Ober Chämmler,2432,46.8752332,9.1018196
Chli Zanaihorn,2763,46.9455342,9.4057828
Fulen,2415,46.9854525,9.2460208
Piz dals Vadrettins,2978,46.5589456,9.7631912
Chüetelstöggli,2174,47.0498653,9.129733
Muott'Auta,2671,46.7887908,10.1188398
Davos Mots,2453,46.5475807,9.5841639
Grüenabüel,2051,46.7894863,9.5102249
Schafchopf,2765,46.6922482,9.0347895
Höchbüel,2054,47.0177009,9.7428624
Crap Ner,2781,46.8760691,9.2126649
Piz d'Immez,2892,46.7130911,10.0231128
Carungas,2622,46.5727174,9.6751101
Pischakopf,2543,46.9465898,10.3239575
Passhöreli,2961,46.6816097,9.89486
Hauter Hora,2586,46.823672,9.7896482
Etscherzapfen,2232,47.0489801,9.1596251
Mot Dadaint,2431,46.7879232,10.3631864
Artg Diesrut,2468,46.6380064,9.0422264
Dängelstöck,2361,46.8647287,9.6501996
Piz Malat,2992,46.5297133,9.9493736
Mot Foraz,2428,46.7048774,10.2912825
Gniepe,2268,46.8170532,9.8795265
Piz Furcletta,2893,46.8383898,10.1540619
Guggeri,2922,46.5078592,9.1089642
Hohliecht,2168,46.8412219,9.8969519
Piz Fluaz,2814,46.8534154,9.0806068
Simel,2353,46.9024761,9.4033012
Piz Ivraina,2886,46.7013617,10.1687386
Crap la Massa,2435,46.6305932,9.6179501
Huet,2295,47.0321465,9.1946411
Piz Chastè,2849,46.768987,10.0576899
Mot Spadla Bella,2499,46.8068685,10.4296883
Piz Miezdi,2369,46.6443089,9.1144243
Jägerichopf,2283,46.975449,9.3700172
Heustock,2354,47.0266906,9.1676335
Piz Ot,2644,46.8918814,10.3360027
Schwarza Chopf,2291,47.0391411,9.7453108
Augschtbärg,2447,46.7559973,9.7428301
Piz Sax,2795,46.9050453,9.2868906
Chapütsch Alba,2914,46.8243278,10.077757
Botta Burschina,2103,46.7184372,9.2476978
Piz Vizan,2470,46.6018302,9.3821262
Alpbüel,2022,46.9482572,9.7650349
Canälstöckli,2230,46.9864043,9.2518381
Piz Plattuns,2891,46.7241878,10.2149726
Piz Murtèra,2600,46.9184951,10.444666
Bodahora,2698,46.5941876,9.2972143
Piz dal Cuatal,2961,46.7960614,10.4154034
